STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
16,160116,2,2,0,0,0,2,2,59,1248,13,8,2014,4,10,17,1,2,2,US-93,HULLS GULCH RD,3306,45.46816389,-113.9909833,1,12,7,0,3,3,0,1,1,10,0,10,0,0,10,26,10,57,99,99,0,0,0,1,0
37,370201,1,1,0,0,0,1,1,25,2390,22,3,2014,7,22,30,0,16,6,LANE ST,NA,0,35.50160833,-80.59891944,0,43,0,0,1,1,0,4,3,1,0,1,0,0,22,30,22,36,99,99,0,0,0,1,1
12,121968,1,1,0,1,1,1,1,11,0,16,11,2014,1,8,25,1,13,2,US-27,NA,99998,25.98955556,-80.4327,0,9,0,0,1,1,0,1,4,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
1,10723,1,1,0,0,0,3,3,115,0,18,12,2014,5,23,0,0,6,4,CR-OAK VALLEY ROAD,NA,0,33.83924167,-86.36727222,0,5,0,0,1,1,0,1,2,1,0,1,0,0,88,88,88,88,88,88,0,0,0,1,1
4,40123,3,3,0,0,0,4,4,19,530,26,3,2014,4,13,12,0,14,6,ALVERNON WAY,BENSON HWY,0,32.14689722,-110.909325,0,12,6,0,2,2,0,1,1,1,0,1,0,0,13,12,13,18,13,35,0,0,0,1,0
19,190234,2,2,0,0,0,3,3,27,0,27,10,2014,2,12,0,1,2,2,US-30,CR-HAWTHORNE AVE,70,42.07870278,-94.95605833,0,12,6,0,2,2,0,1,1,1,0,1,0,0,12,2,12,11,12,28,0,0,0,1,0
42,420108,1,1,0,0,0,1,1,131,5980,12,2,2014,4,13,7,0,5,3,SR-1021 MAIN ST,NA,3,41.63041667,-75.78196111,0,48,0,0,1,1,0,4,1,1,0,1,0,0,13,11,13,32,14,16,0,0,0,1,0
12,121066,1,1,0,0,0,2,2,109,0,14,7,2014,2,20,40,1,1,1,I-95,NA,99998,30.06262778,-81.49757778,0,42,0,1,19,1,0,4,3,10,0,10,0,0,99,99,99,99,88,88,0,0,0,2,1
45,450759,2,2,0,1,1,2,2,19,410,9,11,2014,1,0,40,1,1,1,I-26,NA,0,32.81011111,-79.94985556,0,8,0,0,1,1,0,2,3,10,0,10,0,0,99,99,99,99,99,99,0,0,0,1,1
47,470048,1,1,0,0,0,1,1,163,0,24,1,2014,6,17,20,1,13,3,SR-93 SULLIVAN GARDEN PKWY,SR-347 MILL CREEK RD,32,36.47098056,-82.59866944,0,52,0,0,3,2,0,4,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
39,390573,2,2,0,0,0,2,2,139,0,8,9,2014,2,16,30,0,14,2,US-42,PLYMOUTH ST.,37,40.67865,-82.58300556,0,33,0,0,8,1,0,4,1,1,0,1,0,0,16,33,16,35,99,99,0,0,0,1,0
8,80321,1,1,0,1,1,1,1,1,2550,20,9,2014,7,21,55,0,14,6,HURON ST,121ST AVE,0,39.916125,-104.9967083,0,8,0,0,3,2,0,1,3,1,0,1,0,0,21,55,21,59,22,21,0,0,0,1,0
53,530040,2,2,0,0,0,2,2,61,0,8,2,2014,7,21,45,0,12,3,SR-9,NA,177,48.03109167,-122.1103472,0,12,6,0,1,1,0,1,2,4,0,4,0,0,99,99,99,99,88,88,0,0,0,1,0
30,300027,1,1,0,0,0,2,2,99,0,11,4,2014,6,10,44,0,4,3,SR-221,NA,89,47.81503611,-111.9890306,0,1,0,0,1,1,0,4,1,10,0,10,0,0,10,49,11,5,11,24,0,0,0,1,0
28,280399,1,1,0,2,2,2,2,49,1220,23,9,2014,3,18,59,1,1,1,I-55,NA,99998,32.26482222,-90.20984444,0,8,0,1,5,1,4,1,5,1,0,1,0,0,18,59,19,15,19,38,0,0,0,1,0
36,360688,1,1,0,0,0,1,1,65,1220,19,10,2014,1,23,46,0,5,6,COLLEGE HILL RD,NA,0,43.05661667,-75.41771389,0,34,0,0,1,1,0,4,2,1,0,1,0,0,23,46,23,55,88,88,0,0,0,1,1
37,370283,1,1,0,0,0,1,1,103,0,20,4,2014,1,11,11,0,5,4,CR-1002,NA,0,35.14388056,-77.45446667,0,53,0,0,1,1,0,4,1,2,0,2,0,0,11,6,11,18,88,88,0,0,0,1,0
8,80220,2,2,0,0,0,2,2,5,110,21,7,2014,2,18,23,1,13,6,E MISSISSIPPI AVE,S QUENTIN ST,0,39.69668333,-104.8447556,0,12,6,0,2,3,0,1,1,1,0,1,0,0,18,23,18,25,18,34,0,0,0,1,0
55,550066,2,2,0,0,0,2,2,95,0,21,3,2014,6,10,19,0,3,3,SR-87,NA,0,45.57479167,-92.67169722,0,12,6,0,1,1,0,1,1,4,0,4,0,0,10,20,10,37,88,88,0,0,0,1,0
12,122098,2,2,0,0,0,2,2,9,3000,8,12,2014,2,7,14,0,14,3,SR-405,FOX LAKE RD,99998,28.58554167,-80.84698611,0,12,6,1,2,2,0,1,1,2,0,2,0,0,99,99,99,99,88,88,0,0,0,1,0
6,62305,1,1,0,0,0,1,1,111,2620,1,5,2014,5,18,44,0,13,6,N VENTURA RD,NA,0,34.22775556,-119.1945944,0,26,0,0,1,1,0,4,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
6,60373,1,1,0,0,0,2,2,17,0,18,3,2014,3,12,18,0,5,4,CR-WENTWORTH SPRINGS ROAD,NA,0,38.92214722,-120.8029361,0,42,0,0,1,1,0,2,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
21,210379,2,2,0,0,0,3,3,67,1980,30,8,2014,7,1,53,0,13,3,SR-418,BLUE SKY PARKWAY,28,37.95977222,-84.38336944,0,12,6,0,2,3,0,1,2,10,0,10,0,0,1,54,2,4,2,28,0,0,0,1,1
36,360420,1,1,0,2,2,1,1,49,3370,21,7,2014,2,17,29,0,6,5,GEORGE HILL RD,NA,0,43.75988889,-75.33803611,0,9,0,0,8,1,0,1,1,1,0,1,0,0,17,29,17,40,18,12,0,0,0,1,0
24,240174,1,1,0,0,0,1,1,47,0,8,7,2014,3,5,24,1,12,3,SR-90,NA,77,38.38879722,-75.13467222,0,42,0,0,1,1,0,4,4,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,1
22,220066,1,1,0,1,1,1,1,17,2130,8,2,2014,7,22,15,0,15,6,LEGARDY ST,NA,0,32.54218889,-93.81148889,0,8,0,0,1,1,0,1,3,1,0,1,0,0,22,15,22,18,88,88,0,0,0,1,1
48,482193,2,2,0,0,0,3,3,81,0,23,9,2014,3,21,50,0,4,2,US-277,NA,141,31.90146944,-100.2858194,0,12,6,0,8,1,0,1,2,1,0,1,0,0,21,55,22,19,23,10,23,0,0,2,1
12,121540,3,3,0,0,0,7,7,101,0,12,9,2014,6,15,40,0,6,4,CR-1,SR-54,0,28.20608889,-82.66601944,0,12,6,0,2,3,0,1,1,2,0,2,0,0,99,99,99,99,99,99,0,0,0,1,0
48,482814,2,2,0,0,0,4,4,453,330,23,11,2014,1,13,6,0,16,5,BOULDER LN,NA,0,30.42848889,-97.84175,0,1,0,0,1,1,0,1,1,1,0,1,0,0,99,98,99,98,88,88,14,0,0,1,0
12,120797,2,2,0,0,0,2,2,89,3326,28,5,2014,4,16,54,1,13,3,SR-A1A,COURTNEY ISLE WAY,99998,30.62851111,-81.55669167,0,12,6,0,2,2,0,1,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
45,450271,1,1,0,1,1,1,1,15,0,12,5,2014,2,21,30,0,4,3,SR-45,NA,189,33.42821667,-80.00110833,0,8,0,0,1,1,0,1,2,1,0,1,0,0,88,88,88,88,88,88,0,0,0,1,0
12,120648,2,2,0,0,0,5,5,105,0,22,4,2014,3,10,41,0,6,6,K VILLE AVE,THORNHILL RD,0,28.03313333,-81.81451944,0,12,6,0,2,2,0,1,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
45,450087,1,1,0,0,0,1,1,83,0,24,2,2014,2,2,50,0,6,4,CR-HAMMETT STORE RD,NA,0,34.97564444,-82.17484722,0,1,0,0,1,1,0,4,2,1,0,1,0,0,2,53,3,1,99,99,0,0,0,1,1
33,330071,2,2,0,0,0,3,3,5,437,6,11,2014,5,18,42,0,3,3,SR-119,NA,0,42.73657778,-71.97598333,0,12,2,0,1,1,0,1,2,2,0,2,0,0,18,42,18,53,19,37,0,0,0,1,2
48,482583,1,1,0,0,0,1,1,141,2190,28,6,2014,7,23,43,0,16,5,PEBBLE CREEK BLVD,NA,0,31.78409444,-106.2532694,0,33,0,0,1,1,0,3,2,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,1
22,220117,2,2,0,0,0,3,3,57,0,18,3,2014,3,6,35,0,14,3,SR-316 BAYOU BLUE ROAD,NA,44,29.67553611,-90.72712778,0,12,6,0,1,1,0,1,2,1,0,1,0,0,6,38,6,52,88,88,0,0,0,2,0
45,450379,1,1,0,0,0,1,1,29,0,2,8,2014,7,7,55,0,3,3,SR-199,NA,0,32.88402222,-80.56138333,0,34,0,0,1,1,0,4,1,10,0,10,0,0,88,88,88,88,88,88,0,0,0,1,0
13,130400,7,7,0,0,0,10,10,135,3100,25,5,2014,1,15,17,1,13,3,SR-316,NA,57,33.96641944,-84.01811944,0,12,7,0,1,1,0,1,1,1,0,1,0,0,15,20,15,28,15,38,0,0,0,1,0
16,160173,1,1,0,0,0,1,1,83,1830,24,12,2014,4,18,57,0,9,8,FILER AVE,BRIARCLIFF DR,0,42.57165278,-114.5086861,0,43,0,0,3,10,0,5,3,11,0,11,0,0,18,58,19,5,99,99,0,0,0,1,0
6,62382,2,2,0,0,0,2,2,37,1970,24,5,2014,7,13,46,0,15,6,SOUTH STREET,NA,0,33.86019167,-118.1528139,0,12,6,0,8,1,0,1,1,1,0,1,0,0,99,99,99,99,99,99,0,0,0,1,0
